Thumb_CMC,Thumb_MCP,Thumb_IP,Thumb_TIP,Index_MCP,Index_PIP,Index_DIP,Index_TIP,Middle_MCP,Middle_PIP,Middle_DIP,Middle_TIP,Ring_MCP,Ring_PIP,Ring_DIP,Ring_TIP,Pinky_MCP,Pinky_PIP,Pinky_DIP,Pinky_TIP,Letter,Class_Index,ImagePath
"[0.3679056465625763, 0.6161489486694336, 0.031373877078294754]","[0.45876795053482056, 0.5705337524414062, 0.041454315185546875]","[0.5355753302574158, 0.5305014252662659, 0.031296506524086]","[0.608742892742157, 0.493114709854126, 0.017457816749811172]","[0.41667047142982483, 0.3484763503074646, 0.11609268188476562]","[0.47288939356803894, 0.25680211186408997, 0.12066036462783813]","[0.5234108567237854, 0.2150484025478363, 0.1061912402510643]","[0.5719834566116333, 0.19996847212314606, 0.08997553586959839]","[0.3845866024494171, 0.3134995400905609, 0.07001190632581711]","[0.4554554522037506, 0.20478247106075287, 0.0675022080540657]","[0.5158852934837341, 0.16106261312961578, 0.030693482607603073]","[0.5723991990089417, 0.15283635258674622, 0.0017530886689200997]","[0.3474842607975006, 0.2962288558483124, 0.016264265403151512]","[0.4155731201171875, 0.1858329176902771, 0.0016592013416811824]","[0.4790346026420593, 0.13885298371315002, -0.040482137352228165]","[0.5371447205543518, 0.1282721310853958, -0.07102900743484497]","[0.3090636730194092, 0.2930141091346741, -0.03805292770266533]","[0.36733588576316833, 0.19129231572151184, -0.06197318807244301]","[0.4225275218486786, 0.144380122423172, -0.09218660742044449]","[0.476989209651947, 0.12379381060600281, -0.11634744703769684]",C,2.0,.\ASL_Data\ASL_Validate\C\C359.jpg
"[0.3760921061038971, 0.6233145594596863, 0.026513338088989258]","[0.46283549070358276, 0.5837171077728271, 0.034185297787189484]","[0.5363050699234009, 0.5468323230743408, 0.02301925979554653]","[0.6014872789382935, 0.5051518678665161, 0.00852404348552227]","[0.4211931824684143, 0.36563998460769653, 0.10959945619106293]","[0.4786268174648285, 0.27840951085090637, 0.11390293389558792]","[0.5278459787368774, 0.24046388268470764, 0.0998828187584877]","[0.5722740888595581, 0.22985640168190002, 0.08447974920272827]","[0.39129963517189026, 0.3350417912006378, 0.06708094477653503]","[0.46126270294189453, 0.2287990152835846, 0.06333878636360168]","[0.5183315873146057, 0.18844278156757355, 0.026592178270220757]","[0.568314790725708, 0.1868261694908142, -0.0015865979949012399]","[0.3559121787548065, 0.3209856450557709, 0.017117813229560852]","[0.42035073041915894, 0.21617841720581055, 0.0022185451816767454]","[0.4808267652988434, 0.17195501923561096, -0.040465228259563446]","[0.5342018604278564, 0.16378219425678253, -0.0709504559636116]","[0.3205259144306183, 0.3205130696296692, -0.03368179872632027]","[0.3731759190559387, 0.2268078327178955, -0.05653727799654007]","[0.42473533749580383, 0.18157030642032623, -0.0866924300789833]","[0.4746827185153961, 0.16032364964485168, -0.11076832562685013]",C,2.0,.\ASL_Data\ASL_Validate\C\C369.jpg
"[0.3183925747871399, 0.6338157653808594, 0.01981566846370697]","[0.39657723903656006, 0.5938782691955566, 0.02545388787984848]","[0.4610487222671509, 0.5619372129440308, 0.014196950010955334]","[0.526923656463623, 0.5312407612800598, -0.0005573327071033418]","[0.3616945445537567, 0.40016603469848633, 0.10161247849464417]","[0.412916898727417, 0.32237255573272705, 0.10664363950490952]","[0.45739781856536865, 0.2843087613582611, 0.09355209767818451]","[0.4981137812137604, 0.2665361762046814, 0.07882777601480484]","[0.333702027797699, 0.3725449740886688, 0.06434199213981628]","[0.39674699306488037, 0.2824851870536804, 0.06710465997457504]","[0.44940876960754395, 0.24099169671535492, 0.03628870099782944]","[0.4969046115875244, 0.22630183398723602, 0.010568350553512573]","[0.3015086352825165, 0.35863378643989563, 0.018977917730808258]","[0.36165449023246765, 0.2645024359226227, 0.011255308985710144]","[0.414922833442688, 0.22321446239948273, -0.024349788203835487]","[0.46232396364212036, 0.2086639702320099, -0.05220155045390129]","[0.268430233001709, 0.35283830761909485, -0.028094369918107986]","[0.3150630593299866, 0.2704404890537262, -0.04531608521938324]","[0.3606780171394348, 0.23116154968738556, -0.07073036581277847]","[0.4051002264022827, 0.20949149131774902, -0.09228893369436264]",C,2.0,.\ASL_Data\ASL_Validate\C\C379.jpg
"[0.34507501125335693, 0.6117711663246155, 0.028064914047718048]","[0.4196679890155792, 0.5718512535095215, 0.036445360630750656]","[0.481078565120697, 0.5398136377334595, 0.027193307876586914]","[0.5418275594711304, 0.5100027918815613, 0.01354795228689909]","[0.38067832589149475, 0.3855133652687073, 0.0943671464920044]","[0.4289887249469757, 0.3097262382507324, 0.09623435139656067]","[0.47336113452911377, 0.27403613924980164, 0.082496777176857]","[0.5153642296791077, 0.2607685923576355, 0.06752727180719376]","[0.3544241487979889, 0.36126312613487244, 0.05229002982378006]","[0.41460931301116943, 0.2696373164653778, 0.047419339418411255]","[0.4687598943710327, 0.23251256346702576, 0.01408289559185505]","[0.5169121026992798, 0.22872214019298553, -0.012495605275034904]","[0.3247720003128052, 0.3507630228996277, 0.003945007920265198]","[0.3832933008670807, 0.25910794734954834, -0.012322214432060719]","[0.438693642616272, 0.2220432460308075, -0.0522334910929203]","[0.48711609840393066, 0.2148635983467102, -0.08124839514493942]","[0.29594525694847107, 0.34982120990753174, -0.044507499784231186]","[0.34184378385543823, 0.26600784063339233, -0.06838847696781158]","[0.3873983323574066, 0.22745119035243988, -0.09751560539007187]","[0.4311445951461792, 0.2088976502418518, -0.12112171202898026]",C,2.0,.\ASL_Data\ASL_Validate\C\C389.jpg
"[0.39912107586860657, 0.6137130856513977, 0.01858336292207241]","[0.46834272146224976, 0.573977530002594, 0.02138672024011612]","[0.5271010398864746, 0.5418925285339355, 0.009458928368985653]","[0.5793939232826233, 0.5078142881393433, -0.005731686018407345]","[0.42900794744491577, 0.397129088640213, 0.07754054665565491]","[0.47240322828292847, 0.3220493197441101, 0.07521555572748184]","[0.5125173926353455, 0.2894532382488251, 0.058906350284814835]","[0.5515338778495789, 0.2785295248031616, 0.04297298938035965]","[0.4039209187030792, 0.37562084197998047, 0.042756564915180206]","[0.4562115967273712, 0.28695645928382874, 0.033937085419893265]","[0.5049577951431274, 0.25403034687042236, -0.0007100743241608143]","[0.5489907264709473, 0.2525281310081482, -0.027326077222824097]","[0.3755265772342682, 0.3692491352558136, 0.0021982749458402395]","[0.4240873456001282, 0.2783305048942566, -0.014391067437827587]","[0.4743662178516388, 0.24029172956943512, -0.05286027491092682]","[0.5194660425186157, 0.23223625123500824, -0.0806131511926651]","[0.3478400409221649, 0.3746730387210846, -0.039045438170433044]","[0.3854030668735504, 0.2932414412498474, -0.06112845987081528]","[0.42555227875709534, 0.2538910508155823, -0.0882788822054863]","[0.4655570685863495, 0.23468011617660522, -0.11022716015577316]",C,2.0,.\ASL_Data\ASL_Validate\C\C399.jpg
"[0.4333493113517761, 0.639702320098877, 0.026661723852157593]","[0.4959580898284912, 0.5953512191772461, 0.03231334313750267]","[0.5474326610565186, 0.564210057258606, 0.022090431302785873]","[0.596426784992218, 0.5366934537887573, 0.00864040944725275]","[0.45774537324905396, 0.431593656539917, 0.07990112900733948]","[0.4957984387874603, 0.3625665009021759, 0.08000216633081436]","[0.5318966507911682, 0.33131885528564453, 0.06781168282032013]","[0.5657435655593872, 0.32108229398727417, 0.055075522512197495]","[0.4327584505081177, 0.414313942193985, 0.04205228388309479]","[0.4777177572250366, 0.32824209332466125, 0.03633607178926468]","[0.5184551477432251, 0.29681873321533203, 0.008390271104872227]","[0.5565009117126465, 0.29314887523651123, -0.013277043588459492]","[0.4060310125350952, 0.41088008880615234, -0.0007389578968286514]","[0.45112061500549316, 0.32910409569740295, -0.013201979920268059]","[0.49665647745132446, 0.29519498348236084, -0.04392353445291519]","[0.5380740761756897, 0.28429117798805237, -0.06644129008054733]","[0.3821609616279602, 0.42028582096099854, -0.04383119195699692]","[0.41888126730918884, 0.34430766105651855, -0.06154002249240875]","[0.45527347922325134, 0.3065149486064911, -0.0829734355211258]","[0.49112626910209656, 0.28378430008888245, -0.10069458186626434]",C,2.0,.\ASL_Data\ASL_Validate\C\C409.jpg
"[0.4651690423488617, 0.6293069124221802, 0.019005008041858673]","[0.5277764201164246, 0.5839453339576721, 0.02424607239663601]","[0.5773211121559143, 0.549717128276825, 0.016299668699502945]","[0.6246959567070007, 0.5221387147903442, 0.006660156883299351]","[0.4901084899902344, 0.4379296600818634, 0.0790209174156189]","[0.5270886421203613, 0.3773016333580017, 0.0820271372795105]","[0.561088502407074, 0.34736210107803345, 0.07214576005935669]","[0.5922458171844482, 0.3323322534561157, 0.06151334196329117]","[0.47023871541023254, 0.4181388318538666, 0.04926213249564171]","[0.5127903819084167, 0.3455151915550232, 0.05103129521012306]","[0.5513372421264648, 0.3118300437927246, 0.02873704396188259]","[0.5868762135505676, 0.2961503863334656, 0.010521464049816132]","[0.4462832808494568, 0.41009432077407837, 0.013843986205756664]","[0.48793184757232666, 0.33615022897720337, 0.009857323952019215]","[0.5291033387184143, 0.3016663193702698, -0.01327016856521368]","[0.5675540566444397, 0.2842225432395935, -0.03163016960024834]","[0.4222373962402344, 0.4142947196960449, -0.0230929683893919]","[0.45424243807792664, 0.3437410891056061, -0.03326413407921791]","[0.48719388246536255, 0.3071695864200592, -0.04873214662075043]","[0.52186518907547, 0.2828674912452698, -0.06224198266863823]",C,2.0,.\ASL_Data\ASL_Validate\C\C419.jpg
"[0.49658626317977905, 0.6178311109542847, 0.024003492668271065]","[0.5533120632171631, 0.5746656656265259, 0.03194882348179817]","[0.6001332998275757, 0.5430955290794373, 0.026074307039380074]","[0.6445724368095398, 0.5170088410377502, 0.01815703511238098]","[0.5148529410362244, 0.43685370683670044, 0.07980333268642426]","[0.5476503372192383, 0.375835657119751, 0.08330884575843811]","[0.5805063843727112, 0.347100168466568, 0.07415538281202316]","[0.6125520467758179, 0.33470314741134644, 0.06379113346338272]","[0.4953445792198181, 0.4189726412296295, 0.04803513363003731]","[0.5352843403816223, 0.3465172052383423, 0.048351485282182693]","[0.574612557888031, 0.3173138499259949, 0.02557249926030636]","[0.6115539073944092, 0.30866244435310364, 0.0072025395929813385]","[0.4729348123073578, 0.4122016727924347, 0.011365551501512527]","[0.5130272507667542, 0.3411726653575897, 0.004613439552485943]","[0.5540232062339783, 0.3123263120651245, -0.02052205428481102]","[0.5918346643447876, 0.30220428109169006, -0.03945191577076912]","[0.4511009156703949, 0.4160075783729553, -0.02584698237478733]","[0.4824545383453369, 0.34931501746177673, -0.03896955028176308]","[0.5161270499229431, 0.31544649600982666, -0.05666030943393707]","[0.5502369403839111, 0.2948346734046936, -0.07135841250419617]",C,2.0,.\ASL_Data\ASL_Validate\C\C429.jpg
"[0.4965226352214813, 0.6252253651618958, 0.022370873019099236]","[0.5518908500671387, 0.581595242023468, 0.027396254241466522]","[0.5992658734321594, 0.5524377226829529, 0.018867922946810722]","[0.6447483897209167, 0.5306630730628967, 0.008280101232230663]","[0.517122209072113, 0.4451379179954529, 0.06995771825313568]","[0.5496991276741028, 0.38138532638549805, 0.06877832114696503]","[0.5835069417953491, 0.35726070404052734, 0.057629749178886414]","[0.6162129640579224, 0.3530467748641968, 0.04644471034407616]","[0.49802640080451965, 0.4297742247581482, 0.037486761808395386]","[0.5381573438644409, 0.3538658618927002, 0.03078227862715721]","[0.5765080451965332, 0.32987180352211, 0.004612109158188105]","[0.6120622158050537, 0.3288315534591675, -0.014976990409195423]","[0.47530096769332886, 0.4256293475627899, 0.0005073623615317047]","[0.5153497457504272, 0.35320302844047546, -0.01175544410943985]","[0.5553301572799683, 0.3259372413158417, -0.040445130318403244]","[0.5914826393127441, 0.31773465871810913, -0.06093935668468475]","[0.45287734270095825, 0.4333374798297882, -0.036693040281534195]","[0.48250141739845276, 0.3645939230918884, -0.05345999449491501]","[0.5138859152793884, 0.3304254412651062, -0.07375338673591614]","[0.5456221103668213, 0.3088245987892151, -0.09015338867902756]",C,2.0,.\ASL_Data\ASL_Validate\C\C439.jpg
"[0.4935508966445923, 0.6732808947563171, 0.026981443166732788]","[0.547752857208252, 0.6297213435173035, 0.032497938722372055]","[0.5939287543296814, 0.6030345559120178, 0.023427767679095268]","[0.6393311023712158, 0.5788447856903076, 0.011540423147380352]","[0.5140112638473511, 0.4889228641986847, 0.07073485106229782]","[0.5492249131202698, 0.43130892515182495, 0.06728432327508926]","[0.5847240686416626, 0.4073811173439026, 0.05423663929104805]","[0.6173515915870667, 0.39966830611228943, 0.0417541041970253]","[0.49246445298194885, 0.4741552174091339, 0.034421052783727646]","[0.5342813730239868, 0.40170004963874817, 0.025910837575793266]","[0.5729503631591797, 0.3777439296245575, -1.2511033673945349e-05]","[0.6093546152114868, 0.37287282943725586, -0.019803090021014214]","[0.4691711962223053, 0.4725819230079651, -0.006368705537170172]","[0.5088461637496948, 0.40293723344802856, -0.019911201670765877]","[0.5490097403526306, 0.3736112117767334, -0.0469447523355484]","[0.586000382900238, 0.36299407482147217, -0.0668172761797905]","[0.44727277755737305, 0.4833865761756897, -0.047200754284858704]","[0.4781454801559448, 0.4188845157623291, -0.06547918170690536]","[0.5109075903892517, 0.38461875915527344, -0.08537552505731583]","[0.5445464849472046, 0.3622044324874878, -0.1016051396727562]",C,2.0,.\ASL_Data\ASL_Validate\C\C449.jpg
"[0.4792425334453583, 0.7079095840454102, 0.0258141178637743]","[0.531440794467926, 0.6673345565795898, 0.0299938153475523]","[0.5768010020256042, 0.6423793435096741, 0.020261209458112717]","[0.6209632158279419, 0.6180134415626526, 0.007072978187352419]","[0.4936830997467041, 0.5253369212150574, 0.0638573095202446]","[0.529106855392456, 0.46980026364326477, 0.0594630166888237]","[0.5643922686576843, 0.4425581693649292, 0.045471079647541046]","[0.5980602502822876, 0.42960125207901, 0.031976524740457535]","[0.4733061194419861, 0.5124058127403259, 0.02823825553059578]","[0.5147809982299805, 0.44027605652809143, 0.01895040087401867]","[0.5543374419212341, 0.41208046674728394, -0.006964122876524925]","[0.5922322869300842, 0.4028492569923401, -0.02712887153029442]","[0.45120012760162354, 0.5133374333381653, -0.011234034784138203]","[0.4892750680446625, 0.4402689039707184, -0.02520211599767208]","[0.5298546552658081, 0.40674203634262085, -0.051741380244493484]","[0.5677001476287842, 0.3918246030807495, -0.07155373692512512]","[0.43121182918548584, 0.526961624622345, -0.050570547580718994]","[0.46289560198783875, 0.4598584771156311, -0.0689835324883461]","[0.4962958097457886, 0.42673182487487793, -0.08819275349378586]","[0.5292819738388062, 0.4066474139690399, -0.10397090762853622]",C,2.0,.\ASL_Data\ASL_Validate\C\C459.jpg
"[0.4514680802822113, 0.7375962734222412, 0.020180338993668556]","[0.5042316317558289, 0.699738621711731, 0.020754022523760796]","[0.5496250987052917, 0.6764824986457825, 0.007934818975627422]","[0.5939470529556274, 0.6474965214729309, -0.008155133575201035]","[0.46138742566108704, 0.5613145232200623, 0.0610160306096077]","[0.49569249153137207, 0.5019289255142212, 0.05617314204573631]","[0.5307056307792664, 0.4774651527404785, 0.04140256345272064]","[0.5634185671806335, 0.47178512811660767, 0.027259016409516335]","[0.43926385045051575, 0.5502837300300598, 0.027555391192436218]","[0.4798181354999542, 0.47489678859710693, 0.01709931157529354]","[0.5203964114189148, 0.44977277517318726, -0.0113681610673666]","[0.5567818880081177, 0.44782328605651855, -0.03330189362168312]","[0.41684114933013916, 0.5502158999443054, -0.01016908697783947]","[0.4543735980987549, 0.4763595461845398, -0.02436564490199089]","[0.4968131482601166, 0.44534575939178467, -0.05346521735191345]","[0.5337628126144409, 0.4355860948562622, -0.07555894553661346]","[0.3973027467727661, 0.558968722820282, -0.04819413647055626]","[0.42958933115005493, 0.4940059781074524, -0.06613238900899887]","[0.4643300771713257, 0.46306633949279785, -0.08678074926137924]","[0.49642232060432434, 0.4449910521507263, -0.10432945191860199]",C,2.0,.\ASL_Data\ASL_Validate\C\C469.jpg
"[0.45150133967399597, 0.764125645160675, 0.022277293726801872]","[0.5034646391868591, 0.726765513420105, 0.022379612550139427]","[0.5490731596946716, 0.7049391865730286, 0.008851634338498116]","[0.5948379039764404, 0.6776189804077148, -0.008313396945595741]","[0.46122846007347107, 0.589597225189209, 0.05478127673268318]","[0.4958284795284271, 0.533441960811615, 0.04612121358513832]","[0.5297996401786804, 0.5065458416938782, 0.029011758044362068]","[0.5624801516532898, 0.49600550532341003, 0.013445816934108734]","[0.43737509846687317, 0.5790876150131226, 0.019333165138959885]","[0.4785223603248596, 0.5064684152603149, 0.004238220863044262]","[0.5164501667022705, 0.47891172766685486, -0.025837169960141182]","[0.5528199076652527, 0.4718035161495209, -0.04887504503130913]","[0.41392412781715393, 0.5810245275497437, -0.019904403015971184]","[0.451541930437088, 0.5109450817108154, -0.03857935220003128]","[0.4912944734096527, 0.4779629707336426, -0.06907286494970322]","[0.527885913848877, 0.4638897180557251, -0.09175405651330948]","[0.39423424005508423, 0.5927769541740417, -0.058890555053949356]","[0.42358124256134033, 0.5296182036399841, -0.08054734021425247]","[0.45638197660446167, 0.49661922454833984, -0.10293997079133987]","[0.48861047625541687, 0.47395795583724976, -0.1216534748673439]",C,2.0,.\ASL_Data\ASL_Validate\C\C479.jpg
"[0.44227364659309387, 0.8012393712997437, 0.02021760866045952]","[0.49359309673309326, 0.7588818073272705, 0.018261190503835678]","[0.5394882559776306, 0.7349216341972351, 0.0036540471483021975]","[0.5810790657997131, 0.7084704041481018, -0.014505554921925068]","[0.4517641067504883, 0.6218963861465454, 0.042469944804906845]","[0.4836236536502838, 0.561869740486145, 0.029536638408899307]","[0.5167233347892761, 0.5361323952674866, 0.011307310312986374]","[0.5499189496040344, 0.5272508859634399, -0.004595869220793247]","[0.42779669165611267, 0.6132979989051819, 0.007330535911023617]","[0.4649246335029602, 0.5376859307289124, -0.011682232841849327]","[0.5011153817176819, 0.5096902251243591, -0.04190457984805107]","[0.5378704071044922, 0.5012248158454895, -0.06487245112657547]","[0.4032893180847168, 0.6201620101928711, -0.031133178621530533]","[0.43647080659866333, 0.5455257296562195, -0.05263890326023102]","[0.47408920526504517, 0.5089460611343384, -0.08290421962738037]","[0.5111619234085083, 0.4918246269226074, -0.10518079251050949]","[0.38218241930007935, 0.6391295790672302, -0.06930691748857498]","[0.40700671076774597, 0.5736956596374512, -0.09299948811531067]","[0.4378659725189209, 0.5372348427772522, -0.11553987860679626]","[0.4704279899597168, 0.5121304392814636, -0.13409815728664398]",C,2.0,.\ASL_Data\ASL_Validate\C\C489.jpg
"[0.4277673065662384, 0.8226892352104187, 0.019614405930042267]","[0.47710394859313965, 0.7796023488044739, 0.016366777941584587]","[0.521016001701355, 0.7569202184677124, 0.0003077369765378535]","[0.5625205039978027, 0.733117938041687, -0.019781606271862984]","[0.43202343583106995, 0.6447372436523438, 0.03733136132359505]","[0.4632169306278229, 0.5880705714225769, 0.020322225987911224]","[0.4970308840274811, 0.5630996823310852, -0.0013525108806788921]","[0.5313102006912231, 0.5552127957344055, -0.01951078325510025]","[0.4073777198791504, 0.6386369466781616, 0.0011143928859382868]","[0.4432624280452728, 0.5651475191116333, -0.02354270964860916]","[0.480451762676239, 0.5374851822853088, -0.05776793137192726]","[0.5181010961532593, 0.5308808088302612, -0.08320684731006622]","[0.38254329562187195, 0.6486341953277588, -0.03826257586479187]","[0.41314277052879333, 0.5749098062515259, -0.06464708596467972]","[0.45054855942726135, 0.5383045077323914, -0.09815604239702225]","[0.4875105619430542, 0.522219181060791, -0.12230033427476883]","[0.3622277081012726, 0.6706309914588928, -0.07718890905380249]","[0.3857688009738922, 0.6083434224128723, -0.10433881729841232]","[0.41628387570381165, 0.5729533433914185, -0.12910370528697968]","[0.44828319549560547, 0.5480217337608337, -0.1493041217327118]",C,2.0,.\ASL_Data\ASL_Validate\C\C499.jpg
"[0.4222762882709503, 0.8430181741714478, 0.009507251903414726]","[0.46903640031814575, 0.8013902902603149, -0.0012069455115124583]","[0.509946346282959, 0.7807121872901917, -0.022935854271054268]","[0.5534448623657227, 0.7550902366638184, -0.04846418276429176]","[0.4240223467350006, 0.6677557826042175, 0.019175272434949875]","[0.44937288761138916, 0.6083661317825317, -0.004413525108247995]","[0.48245251178741455, 0.5818024277687073, -0.029110196977853775]","[0.5163817405700684, 0.5767378807067871, -0.049013495445251465]","[0.3969215154647827, 0.6660183072090149, -0.014319933019578457]","[0.4323515295982361, 0.591194212436676, -0.04717734828591347]","[0.4700849652290344, 0.5672308206558228, -0.08358006179332733]","[0.5062916874885559, 0.5635855793952942, -0.10935419797897339]","[0.37106460332870483, 0.6788662075996399, -0.051478348672389984]","[0.4020492136478424, 0.6035106182098389, -0.08403978496789932]","[0.4395153224468231, 0.5695711970329285, -0.11862052977085114]","[0.4743383824825287, 0.5557783842086792, -0.14276425540447235]","[0.3498486280441284, 0.7022732496261597, -0.08875184506177902]","[0.37334874272346497, 0.6382687091827393, -0.12050604820251465]","[0.40358781814575195, 0.6009421348571777, -0.14736464619636536]","[0.4333905875682831, 0.5733257532119751, -0.16873732209205627]",C,2.0,.\ASL_Data\ASL_Validate\C\C509.jpg
"[0.4199870824813843, 0.8613347411155701, 0.005489300936460495]","[0.46562156081199646, 0.8200410604476929, -0.008451257832348347]","[0.5070541501045227, 0.8004100322723389, -0.03245200216770172]","[0.5528955459594727, 0.776684045791626, -0.06046587601304054]","[0.4168340861797333, 0.6918387413024902, 0.00733482651412487]","[0.4395638406276703, 0.6301153898239136, -0.02008504420518875]","[0.4718494117259979, 0.6039241552352905, -0.04711813107132912]","[0.5054053068161011, 0.6005896925926208, -0.06868099421262741]","[0.3891119062900543, 0.6932114958763123, -0.025126563385128975]","[0.41953620314598083, 0.6142787337303162, -0.06313144415616989]","[0.4564760625362396, 0.5904064774513245, -0.10290051996707916]","[0.4916962683200836, 0.5897716879844666, -0.13119736313819885]","[0.3630939722061157, 0.7093417048454285, -0.06092725694179535]","[0.3903168737888336, 0.6329278945922852, -0.09878959506750107]","[0.4271523952484131, 0.6004132032394409, -0.13718898594379425]","[0.46014106273651123, 0.5898717045783997, -0.16375532746315002]","[0.342741459608078, 0.7349798679351807, -0.09671330451965332]","[0.36433327198028564, 0.6723760366439819, -0.13337886333465576]","[0.39431026577949524, 0.6359438896179199, -0.16363020241260529]","[0.4223797917366028, 0.6094646453857422, -0.1875263750553131]",C,2.0,.\ASL_Data\ASL_Validate\C\C519.jpg
"[0.4474366307258606, 0.8882512450218201, 0.002068587578833103]","[0.49562695622444153, 0.8433754444122314, -0.015352800488471985]","[0.5379559397697449, 0.8226369023323059, -0.042358461767435074]","[0.5855959057807922, 0.7964082360267639, -0.07398677617311478]","[0.44546085596084595, 0.7086535096168518, -0.002120895078405738]","[0.4709559381008148, 0.6484949588775635, -0.035563766956329346]","[0.5060842633247375, 0.6222642660140991, -0.06687044352293015]","[0.5439332127571106, 0.6146745681762695, -0.09068527072668076]","[0.4196460545063019, 0.7086920142173767, -0.03421845659613609]","[0.45361292362213135, 0.6334254741668701, -0.0764361321926117]","[0.4960311949253082, 0.613081157207489, -0.11739727854728699]","[0.5368486642837524, 0.6113480925559998, -0.1458582729101181]","[0.3951092064380646, 0.7263096570968628, -0.06977339088916779]","[0.42501115798950195, 0.6480419039726257, -0.10969375818967819]","[0.46565037965774536, 0.6192691326141357, -0.14545641839504242]","[0.5033829808235168, 0.6104391813278198, -0.17010341584682465]","[0.37566161155700684, 0.7557546496391296, -0.10591606050729752]","[0.3969137668609619, 0.6938781142234802, -0.14324688911437988]","[0.42837193608283997, 0.6593155264854431, -0.17088374495506287]","[0.4594673216342926, 0.6342822909355164, -0.1923140287399292]",C,2.0,.\ASL_Data\ASL_Validate\C\C529.jpg
"[0.4179462492465973, 0.8981634378433228, 0.002537193475291133]","[0.4688173234462738, 0.8507785797119141, -0.016249533742666245]","[0.5135201215744019, 0.8321661353111267, -0.044946834444999695]","[0.5643464922904968, 0.8136312961578369, -0.07841906696557999]","[0.42621833086013794, 0.718059778213501, -0.007966740988194942]","[0.45243507623672485, 0.6565220355987549, -0.0436532199382782]","[0.4868274927139282, 0.6312094926834106, -0.07519269734621048]","[0.5244821906089783, 0.6238908171653748, -0.09899938106536865]","[0.40006330609321594, 0.7171568274497986, -0.041708361357450485]","[0.4318059980869293, 0.6410205364227295, -0.08533075451850891]","[0.4717271327972412, 0.6199202537536621, -0.12516990303993225]","[0.5125232338905334, 0.6169283390045166, -0.15299296379089355]","[0.37382081151008606, 0.7352078557014465, -0.07856567949056625]","[0.4020867347717285, 0.657520055770874, -0.11887981742620468]","[0.44027841091156006, 0.6285628080368042, -0.15253348648548126]","[0.4780508577823639, 0.6182366609573364, -0.175942063331604]","[0.3517782688140869, 0.7672505378723145, -0.11613867431879044]","[0.37209179997444153, 0.7058100700378418, -0.15317969024181366]","[0.4015777111053467, 0.6714324951171875, -0.179047629237175]","[0.4321833550930023, 0.6464389562606812, -0.19931036233901978]",C,2.0,.\ASL_Data\ASL_Validate\C\C539.jpg
"[0.3540218472480774, 0.8814160227775574, 0.0032897652126848698]","[0.40179839730262756, 0.8368344306945801, -0.01200903207063675]","[0.4442560076713562, 0.8173934817314148, -0.037434495985507965]","[0.49084559082984924, 0.7988976240158081, -0.06666836887598038]","[0.359123557806015, 0.6990296840667725, 0.006783571094274521]","[0.3824484646320343, 0.6352543234825134, -0.020378004759550095]","[0.4125238060951233, 0.6137961149215698, -0.04616052284836769]","[0.4452889561653137, 0.6148859262466431, -0.06608091294765472]","[0.33171769976615906, 0.6965630650520325, -0.024858646094799042]","[0.35782381892204285, 0.6169468760490417, -0.05956406891345978]","[0.3923754096031189, 0.597761332988739, -0.09590161591768265]","[0.4283207356929779, 0.6028889417648315, -0.12136023491621017]","[0.30411189794540405, 0.713008463382721, -0.060205649584531784]","[0.3265528678894043, 0.6340534687042236, -0.0934847742319107]","[0.36174577474594116, 0.6064088940620422, -0.12699875235557556]","[0.39771878719329834, 0.6010676622390747, -0.15031224489212036]","[0.2800849974155426, 0.7441689968109131, -0.09641189873218536]","[0.2986578345298767, 0.6809138655662537, -0.1284223198890686]","[0.3265858292579651, 0.6470448970794678, -0.15368971228599548]","[0.35651418566703796, 0.6259450316429138, -0.17353405058383942]",C,2.0,.\ASL_Data\ASL_Validate\C\C549.jpg
"[0.2912886142730713, 0.8627594113349915, -0.005570949520915747]","[0.33400383591651917, 0.8220155239105225, -0.021942580118775368]","[0.3743526339530945, 0.8047583699226379, -0.04596713185310364]","[0.4160856604576111, 0.7880672216415405, -0.07288602739572525]","[0.29800155758857727, 0.6895965337753296, 0.004627020098268986]","[0.3121758997440338, 0.6241485476493835, -0.0182577483355999]","[0.3365667164325714, 0.6052531599998474, -0.03959221765398979]","[0.36333927512168884, 0.6089534163475037, -0.056247081607580185]","[0.27138593792915344, 0.6874115467071533, -0.020696068182587624]","[0.28592821955680847, 0.6092848181724548, -0.050006747245788574]","[0.3141457438468933, 0.597267746925354, -0.08040203154087067]","[0.3434079587459564, 0.6097410917282104, -0.10145740211009979]","[0.2436579167842865, 0.7018150687217712, -0.05065993219614029]","[0.25479856133461, 0.6257305145263672, -0.08025866001844406]","[0.28387144207954407, 0.6028400659561157, -0.1108965128660202]","[0.3139013946056366, 0.5993762612342834, -0.13185924291610718]","[0.21808823943138123, 0.7312059998512268, -0.08215285837650299]","[0.22560074925422668, 0.6711869239807129, -0.11169150471687317]","[0.24930010735988617, 0.639605700969696, -0.13536399602890015]","[0.27593863010406494, 0.6206788420677185, -0.15354198217391968]",C,2.0,.\ASL_Data\ASL_Validate\C\C559.jpg
